ID,T(K),Z*10^-4 reported,Resist(Ohm.cm),Seebeck(uV/K),kappaZT,,Resist(400K),Seebeck(400K),Pf(W/K^2/m),ZT,kappa(W/mK),x,Formula,series,T_Max,family,,,Conduct(S/cm),Power_Factor*T_(W/mK),preparative_route,final_form,cell_volume(A^3),formula_units_per_cell,atoms_per_formula_unit,total_atoms_per_unit_cell,average_atomic_volume,ICSD_of_structure,temp of ICSD (K),S^2,ke/ktotal,space_group,number_symmetry_elements,,
553,700,NA,0.000566575,-146.063,2.635850182,7,NA,NA,0.0037655,0.50190418,5.2517,0.05,Ti0.95Nb0.05NiSn,TiNbNiSn,NA,TiNiSn,NA,NA,1764.99,2.635850182,arc_melted_inVacuum,polycrystalline,208.21,4,3,12,17.35083333,174568,300,21334.39997,0.574024205,216,96,,
554,1000,NA,0.000725805,-142.549,2.799678913,7,NA,NA,0.002799679,0.509801867,5.4917,0.05,Ti0.95Nb0.05NiSn,TiNbNiSn,NA,TiNiSn,NA,NA,1377.78,2.799678913,arc_melted_inVacuum,polycrystalline,208.21,4,3,12,17.35083333,174568,300,20320.2174,0.61215711,216,96,,
555,300,NA,0.031417889,-353.714,0.119467217,7,NA,NA,0.000398224,0.011778524,10.1428,0,ZrNiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,31.829,0.119467217,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,125113.5938,0.00229708,216,96,,
556,400,NA,0.008742023,-342.674,0.537291982,7,NA,NA,0.00134323,0.064001427,8.395,0,ZrNiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,114.39,0.537291982,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,117425.4703,0.013298945,216,96,,
557,700,NA,0.002797367,-284.671,2.02784627,7,NA,NA,0.002896923,0.338827093,5.9849,0,ZrNiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,357.479,2.02784627,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,81037.57824,0.102019103,216,96,,
558,1000,NA,0.001589818,-212.937,2.852035842,7,NA,NA,0.002852036,0.42941353,6.6417,0,ZrNiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,629.003,2.852035842,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,45342.16597,0.231080494,216,96,,
559,300,NA,0.00109507,-170.876,0.799911032,7,NA,NA,0.00266637,0.082668744,9.6761,0.01,Zr0.99Nb0.01NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,913.184,0.799911032,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,29198.60738,0.069082656,216,96,,
560,400,NA,0.001240347,-189.025,1.152272731,7,NA,NA,0.002880682,0.140320851,8.2117,0.01,Zr0.99Nb0.01NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,806.226,1.152272731,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,35730.45063,0.095823834,216,96,,
561,700,NA,0.001348732,-228.446,2.708565929,7,NA,NA,0.00386938,0.447571084,6.0517,0.01,Zr0.99Nb0.01NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,741.437,2.708565929,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,52187.57492,0.209259282,216,96,,
562,1000,NA,0.001214574,-210.789,3.658237836,7,NA,NA,0.003658238,0.603500311,6.0617,0.01,Zr0.99Nb0.01NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,823.334,3.658237836,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,44432.00252,0.331414448,216,96,,
563,300,NA,0.000615745,-131.398,0.841197862,7,NA,NA,0.002803993,0.083623065,10.0594,0.02,Zr0.98Nb0.02NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,1624.05,0.841197862,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,17265.4344,0.11817848,216,96,,
564,400,NA,0.000691477,-148.254,1.271437985,7,NA,NA,0.003178595,0.146507724,8.6783,0.02,Zr0.98Nb0.02NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,1446.18,1.271437985,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,21979.24852,0.162643799,216,96,,
565,700,NA,0.00087395,-193.681,3.004591316,7,NA,NA,0.004292273,0.465705367,6.4517,0.02,Zr0.98Nb0.02NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,1144.23,3.004591316,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,37512.32976,0.302919361,216,96,,
566,1000,NA,0.000951602,-196.196,4.045061781,7,NA,NA,0.004045062,0.651557074,6.2083,0.02,Zr0.98Nb0.02NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,1050.86,4.045061781,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,38492.87042,0.413011356,216,96,,
567,300,NA,0.000337249,-78.184,0.543759207,7,NA,NA,0.001812531,0.061376527,8.8594,0.05,Zr0.95Nb0.05NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,2965.17,0.543759207,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,6112.737856,0.244994519,216,96,,
568,400,NA,0.000364333,-89.0283,0.870196564,7,NA,NA,0.002175491,0.105970331,8.2117,0.05,Zr0.95Nb0.05NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,2744.74,0.870196564,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,7926.038201,0.326225537,216,96,,
569,700,NA,0.000473698,-129.304,2.470702641,7,NA,NA,0.003529575,0.370509064,6.6684,0.05,Zr0.95Nb0.05NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,2111.05,2.470702641,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,16719.52442,0.540710425,216,96,,
570,1000,NA,0.000586514,-150.706,3.872424171,7,NA,NA,0.003872424,0.620411774,6.2417,0.05,Zr0.95Nb0.05NiSn,ZrNbNiSn,NA,ZrNiSn,NA,NA,1704.99,3.872424171,arc_melted_inVacuum,polycrystalline,226.87,4,3,12,18.90583333,646828,300,22712.29844,0.666513226,216,96,,
571,300,NA,0.045864406,50.1234,0.001643337,3,NA,NA,5.47779E-06,,NA,0,Ca3Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,21.8034,0.001643337,arc_melted_inVacuum,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,2512.355228,NA,12,8,,
572,400,NA,0.041030186,58.0016,0.003279718,3,NA,NA,8.19929E-06,,NA,0,Ca3Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,24.3723,0.003279718,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,3364.185603,NA,12,8,,
573,700,NA,0.028737366,84.2826,0.01730322,3,NA,NA,2.47189E-05,,NA,0,Ca3Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,34.7979,0.01730322,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,7103.556663,NA,12,8,,
574,1000,NA,0.026053065,118.607,0.053996029,3,NA,NA,5.3996E-05,,NA,0,Ca3Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,38.3832,0.053996029,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,14067.62045,NA,12,8,,
575,300,NA,0.04077738,62.1344,0.002840313,3,NA,NA,9.46771E-06,,NA,0.05,La0.05Ca2.85Co3.8O8.55,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,24.5234,0.002840313,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,3860.683663,NA,12,8,,
576,400,NA,0.037831785,70.013,0.005182753,3,NA,NA,1.29569E-05,,NA,0.05,La0.05Ca2.85Co3.8O8.55,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,26.4328,0.005182753,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,4901.820169,NA,12,8,,
577,700,NA,0.02510973,88.58,0.021873957,3,NA,NA,3.12485E-05,,NA,0.05,La0.05Ca2.85Co3.8O8.55,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,39.8252,0.021873957,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,7846.4164,NA,12,8,,
578,1000,NA,0.019086118,123.896,0.08042609,3,NA,NA,8.04261E-05,,NA,0.05,La0.05Ca2.85Co3.8O8.55,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,52.3941,0.08042609,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,15350.21882,NA,12,8,,
579,300,NA,0.059608255,59.7107,0.0017944,3,NA,NA,5.98133E-06,,NA,0.1,La0.3Ca2.7Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,16.7762,0.0017944,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,3565.367694,NA,12,8,,
580,400,NA,0.038675593,68.4692,0.004848568,3,NA,NA,1.21214E-05,,NA,0.1,La0.3Ca2.7Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,25.8561,0.004848568,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,4688.031349,NA,12,8,,
581,700,NA,0.020697677,92.437,0.028898022,3,NA,NA,4.12829E-05,,NA,0.1,La0.3Ca2.7Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,48.3146,0.028898022,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,8544.598969,NA,12,8,,
582,1000,NA,0.015040127,126.87,0.107020352,3,NA,NA,0.00010702,,NA,0.1,La0.3Ca2.7Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,66.4888,0.107020352,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,16095.9969,NA,12,8,,
583,300,NA,0.043094346,65.3296,0.002971125,3,NA,NA,9.90375E-06,,NA,0.15,La0.45Ca2.55Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,23.2049,0.002971125,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,4267.956636,NA,12,8,,
584,400,NA,0.03725033,73.0975,0.005737661,3,NA,NA,1.43442E-05,,NA,0.15,La0.45Ca2.55Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,26.8454,0.005737661,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,5343.244506,NA,12,8,,
585,700,NA,0.022970024,95.0781,0.027548476,3,NA,NA,3.9355E-05,,NA,0.15,La0.45Ca2.55Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,43.535,0.027548476,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,9039.8451,NA,12,8,,
586,1000,NA,0.01759148,131.717,0.098623697,3,NA,NA,9.86237E-05,,NA,0.15,La0.45Ca2.55Co4O9,LaCa3Co4O9,NA,Ca3Co4O9,NA,NA,56.8457,0.098623697,sol_gel_inAir,polycrystalline,147.11,2,6.77,13.54,10.8648449,160556,300,17349.36809,NA,12,8,,
587,300,NA,0.000508654,21.5075,0.027282154,9,NA,NA,9.09405E-05,0.014074574,1.9384,NA,Cr1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1965.97294,0.027282154,sol_gel_inAir,polycrystalline,269.41,1,15.3,15.3,17.60849673,40697,300,462.5725563,0.742412398,2,2,,
588,400,NA,0.000551923,27.071,0.053111687,9,NA,NA,0.000132779,0.025225214,2.1055,NA,Cr1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1811.846942,0.053111687,"solid_state_reaction, vacuum",polycrystalline,269.41,1,15.3,15.3,17.60849673,40697,300,732.839041,0.839877756,2,2,,
589,700,NA,0.000693269,51.22,0.264896004,9,NA,NA,0.000378423,0.098456051,2.6905,NA,Cr1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1442.441534,0.264896004,"solid_state_reaction, vacuum",polycrystalline,269.41,1,15.3,15.3,17.60849673,40697,300,2623.4884,0.915699736,2,2,,
590,1000,NA,0.000814423,69.9615,0.600991313,9,NA,NA,0.000600991,0.188309984,3.1915,NA,Cr1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1227.863162,0.600991313,"solid_state_reaction, vacuum",polycrystalline,269.41,1,15.3,15.3,17.60849673,40697,300,4894.611482,0.938739187,2,2,,
591,300,NA,0.000690385,27.2882,0.032357852,9,NA,NA,0.00010786,0.022591533,1.4323,NA,Mn1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1448.46716,0.032357852,"solid_state_reaction, vacuum",polycrystalline,816.76,3,15,45,18.15022222,249898,300,744.6458592,0.740262488,148,6,,
592,400,NA,0.000736538,30.9869,0.052146011,9,NA,NA,0.000130365,0.032042529,1.6274,NA,Mn1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1357.703201,0.052146011,"solid_state_reaction, vacuum",polycrystalline,816.76,3,15,45,18.15022222,249898,300,960.1879716,0.814254838,148,6,,
593,700,NA,0.000877885,47.6766,0.181247058,9,NA,NA,0.000258924,0.077021527,2.3532,NA,Mn1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1139.101363,0.181247058,"solid_state_reaction, vacuum",polycrystalline,816.76,3,15,45,18.15022222,249898,300,2273.058188,0.826782733,148,6,,
594,1000,NA,0.000961538,57.4673,0.343459184,9,NA,NA,0.000343459,0.119165632,2.8822,NA,Mn1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1040.000499,0.343459184,"solid_state_reaction, vacuum",polycrystalline,816.76,3,15,45,18.15022222,249898,300,3302.490569,0.880438976,148,6,,
595,300,NA,0.00065,22.6264,0.023628645,9,NA,NA,7.87622E-05,0.015874132,1.4885,NA,Fe1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1538.461538,0.023628645,"solid_state_reaction, vacuum",polycrystalline,807.22,3,15,45,17.93822222,632653,300,511.953977,0.756569598,148,6,,
596,400,NA,0.000673077,28.1894,0.04722445,9,NA,NA,0.000118061,0.025493657,1.8524,NA,Fe1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1485.714116,0.04722445,"solid_state_reaction, vacuum",polycrystalline,807.22,3,15,45,17.93822222,632653,300,794.6422724,0.782799059,148,6,,
597,700,NA,0.000759615,45.2526,0.188708552,9,NA,NA,0.000269584,0.068003082,2.775,NA,Fe1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1316.456363,0.188708552,"solid_state_reaction, vacuum",polycrystalline,807.22,3,15,45,17.93822222,632653,300,2047.797807,0.810272961,148,6,,
598,1000,NA,0.000825962,53.9242,0.352052437,9,NA,NA,0.000352052,0.103044764,3.4165,NA,Fe1.3Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1210.709452,0.352052437,"solid_state_reaction, vacuum",polycrystalline,807.22,3,15,45,17.93822222,632653,300,2907.819346,0.864665904,148,6,,
599,300,NA,0.000618269,8.26675,0.003315991,9,NA,NA,1.10533E-05,0.001935215,1.7135,NA,Ni2.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1617.418955,0.003315991,"solid_state_reaction, vacuum",polycrystalline,801.34,3,16,48,16.69458333,602930,300,68.33915556,0.690954581,148,6,,
600,400,NA,0.000511538,9.16846,0.00657317,9,NA,NA,1.64329E-05,0.002820619,2.3304,NA,Ni2.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1954.888982,0.00657317,"solid_state_reaction, vacuum",polycrystalline,801.34,3,16,48,16.69458333,602930,300,84.06065877,0.818731396,148,6,,
601,700,NA,0.000456731,20.8232,0.066455739,9,NA,NA,9.49368E-05,0.015683881,4.2372,NA,Ni2.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,2189.472578,0.066455739,"solid_state_reaction, vacuum",polycrystalline,801.34,3,16,48,16.69458333,602930,300,433.6056582,0.88256848,148,6,,
602,1000,NA,0.000468269,33.2249,0.235739282,9,NA,NA,0.000235739,0.039452953,5.9752,NA,Ni2.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,2135.524666,0.235739282,"solid_state_reaction, vacuum",polycrystalline,801.34,3,16,48,16.69458333,602930,300,1103.89398,0.872051176,148,6,,
603,300,NA,0.000831731,47.8006,0.082414772,9,NA,NA,0.000274716,0.061143091,1.3479,NA,Cu4.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,1202.311805,0.082414772,"solid_state_reaction, vacuum",polycrystalline,853.58,6,9,54,15.80703704,602374,300,2284.89736,0.652935857,148,6,,
604,400,NA,0.001025,61.5689,0.147930905,9,NA,NA,0.000369827,0.103404799,1.4306,NA,Cu4.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,975.6097561,0.147930905,"solid_state_reaction, vacuum",polycrystalline,853.58,6,9,54,15.80703704,602374,300,3790.729447,0.665591446,148,6,,
605,700,NA,0.00168846,105.3,0.459688888,9,NA,NA,0.000656698,0.256694711,1.7908,NA,Cu4.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,592.2556649,0.459688888,"solid_state_reaction, vacuum",polycrystalline,853.58,6,9,54,15.80703704,602374,300,11088.09,0.564871943,148,6,,
606,1000,NA,0.00217885,132.993,0.811764832,9,NA,NA,0.000811765,0.39819721,2.0386,NA,Cu4.0Mo6S8,TMMo6S8,NA,TMMo6S8,NA,NA,458.957707,0.811764832,"solid_state_reaction, vacuum",polycrystalline,853.58,6,9,54,15.80703704,602374,300,17687.13805,0.549326403,148,6,,
607,300,NA,0.003705584,-82.6524,0.055306419,1,NA,NA,0.000184355,0.015401826,3.5909,0.1,Ca0.9Bi0.1MnO3,CaBiMnO3,NA,CaMnO3,NA,NA,269.863,0.055306419,"solid_state_reaction, vacuum",polycrystalline,213.57,4,5,20,10.6785,98592,300,6831.419226,0.055011199,62,8,,
608,400,NA,0.003996595,-100.786,0.101664723,1,NA,NA,0.000254162,0.032308362,3.1467,0.1,Ca0.9Bi0.1MnO3,CaBiMnO3,NA,CaMnO3,NA,NA,250.213,0.101664723,"solid_state_reaction, air",polycrystalline,213.57,4,5,20,10.6785,98592,300,10157.8178,0.077607617,62,8,,
609,700,NA,0.004997002,-119.707,0.200737092,1,NA,NA,0.000286767,0.090646689,2.2145,0.1,Ca0.9Bi0.1MnO3,CaBiMnO3,NA,CaMnO3,NA,NA,200.12,0.200737092,"solid_state_reaction, air",polycrystalline,213.57,4,5,20,10.6785,98592,300,14329.76585,0.154348593,62,8,,
610,1000,NA,0.005189333,-96.0071,0.177621355,1,NA,NA,0.000177621,0.096459952,1.8414,0.1,Ca0.9Bi0.1MnO3,CaBiMnO3,NA,CaMnO3,NA,NA,192.703,0.177621355,"solid_state_reaction, air",polycrystalline,213.57,4,5,20,10.6785,98592,300,9217.36325,0.255346649,62,8,,
611,300,NA,0.007290755,-49.1829,0.009953527,1,NA,NA,3.31784E-05,,NA,0.1,Ca0.9Ce0.1MnO3,CaCeMnO3,NA,CaMnO3,NA,NA,137.16,0.009953527,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,2418.957652,NA,62,8,,
612,400,NA,0.006446871,-55.3822,0.019030552,1,NA,NA,4.75764E-05,,NA,0.1,Ca0.9Ce0.1MnO3,CaCeMnO3,NA,CaMnO3,NA,NA,155.114,0.019030552,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,3067.188077,NA,62,8,,
613,700,NA,0.006657302,-59.9632,0.037806753,1,NA,NA,5.40096E-05,,NA,0.1,Ca0.9Ce0.1MnO3,CaCeMnO3,NA,CaMnO3,NA,NA,150.211,0.037806753,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,3595.585354,NA,62,8,,
614,1000,NA,0.007892598,-80.4739,0.082052183,1,NA,NA,8.20522E-05,,NA,0.1,Ca0.9Ce0.1MnO3,CaCeMnO3,NA,CaMnO3,NA,NA,126.701,0.082052183,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,6476.048581,NA,62,8,,
615,300,NA,0.017755745,-86.6384,0.012682451,1,NA,NA,4.22748E-05,,NA,0.1,Ca0.9Y0.1MnO3,CaYMnO3,NA,CaMnO3,NA,NA,56.3198,0.012682451,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,7506.212355,NA,62,8,,
616,400,NA,0.015133951,-91.2314,0.021998667,1,NA,NA,5.49967E-05,,NA,0.1,Ca0.9Y0.1MnO3,CaYMnO3,NA,CaMnO3,NA,NA,66.0766,0.021998667,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,8323.168346,NA,62,8,,
617,700,NA,0.015859246,-102.587,0.046451545,1,NA,NA,6.63593E-05,,NA,0.1,Ca0.9Y0.1MnO3,CaYMnO3,NA,CaMnO3,NA,NA,63.0547,0.046451545,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,10524.09257,NA,62,8,,
618,1000,NA,0.017598384,-107.567,0.065748421,1,NA,NA,6.57484E-05,,NA,0.1,Ca0.9Y0.1MnO3,CaYMnO3,NA,CaMnO3,NA,NA,56.8234,0.065748421,"solid_state_reaction, air",polycrystalline,215.14,4,5,20,10.757,246406,293,11570.65949,NA,62,8,,
619,300,NA,0.008634907,-102.175,0.036270443,1,NA,NA,0.000120901,,NA,0.1,Ca0.9Sm0.1MnO3,CaSmMnO3,NA,CaMnO3,NA,NA,115.809,0.036270443,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,10439.73063,NA,62,8,,
620,400,NA,0.007468985,-105.968,0.060137847,1,NA,NA,0.000150345,,NA,0.1,Ca0.9Sm0.1MnO3,CaSmMnO3,NA,CaMnO3,NA,NA,133.887,0.060137847,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,11229.21702,NA,62,8,,
621,700,NA,0.00788457,-146.796,0.191314759,1,NA,NA,0.000273307,,NA,0.1,Ca0.9Sm0.1MnO3,CaSmMnO3,NA,CaMnO3,NA,NA,126.83,0.191314759,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,21549.06562,NA,62,8,,
622,1000,NA,0.007834535,-122.707,0.192187648,1,NA,NA,0.000192188,,NA,0.1,Ca0.9Sm0.1MnO3,CaSmMnO3,NA,CaMnO3,NA,NA,127.64,0.192187648,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,15057.00785,NA,62,8,,
623,300,NA,0.462038885,-69.9028,0.000317272,1,NA,NA,1.05757E-06,,NA,0.1,Ca0.9Sb0.1MnO3,CaSbMnO3,NA,CaMnO3,NA,NA,2.16432,0.000317272,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,4886.401448,NA,62,8,,
624,400,NA,0.115283742,-70.9189,0.001745082,1,NA,NA,4.36271E-06,,NA,0.1,Ca0.9Sb0.1MnO3,CaSbMnO3,NA,CaMnO3,NA,NA,8.67425,0.001745082,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,5029.490377,NA,62,8,,
625,700,NA,0.067066382,-81.0778,0.006861152,1,NA,NA,9.80165E-06,,NA,0.1,Ca0.9Sb0.1MnO3,CaSbMnO3,NA,CaMnO3,NA,NA,14.9106,0.006861152,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,6573.609653,NA,62,8,,
626,1000,NA,0.064231851,-70.1149,0.007653678,1,NA,NA,7.65368E-06,,NA,0.1,Ca0.9Sb0.1MnO3,CaSbMnO3,NA,CaMnO3,NA,NA,15.5686,0.007653678,"solid_state_reaction, air",polycrystalline,210.39,4,5,20,10.5195,164748,293,4916.099202,NA,62,8,,
627,300,NA,0.007963495,-93.0096,0.032589153,1,NA,NA,0.000108631,,NA,0.1,Ca0.9La0.1MnO3,CaLaMnO3,NA,CaMnO3,NA,NA,125.573,0.032589153,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,8650.785692,NA,62,8,,
628,400,NA,0.006990172,-98.403,0.055410085,1,NA,NA,0.000138525,,NA,0.1,Ca0.9La0.1MnO3,CaLaMnO3,NA,CaMnO3,NA,NA,143.058,0.055410085,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,9683.150409,NA,62,8,,
629,700,NA,0.008549054,-116.934,0.111959659,1,NA,NA,0.000159942,,NA,0.1,Ca0.9La0.1MnO3,CaLaMnO3,NA,CaMnO3,NA,NA,116.972,0.111959659,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,13673.56036,NA,62,8,,
630,1000,NA,0.010285695,-88.437,0.07603864,1,NA,NA,7.60386E-05,,NA,0.1,Ca0.9La0.1MnO3,CaLaMnO3,NA,CaMnO3,NA,NA,97.2224,0.07603864,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,7821.102969,NA,62,8,,
631,300,NA,0.044538272,-274.285,0.050674796,1,NA,NA,0.000168916,,NA,0.1,Ca0.9Pb0.1MnO3,CaPbMnO3,NA,CaMnO3,NA,NA,22.4526,0.050674796,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,75232.26123,NA,62,8,,
632,400,NA,0.052469201,-266.152,0.054002643,1,NA,NA,0.000135007,,NA,0.1,Ca0.9Pb0.1MnO3,CaPbMnO3,NA,CaMnO3,NA,NA,19.0588,0.054002643,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,70836.8871,NA,62,8,,
633,700,NA,0.06050229,-277.092,0.088832974,1,NA,NA,0.000126904,,NA,0.1,Ca0.9Pb0.1MnO3,CaPbMnO3,NA,CaMnO3,NA,NA,16.5283,0.088832974,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,76779.97646,NA,62,8,,
634,1000,NA,0.046817356,-114.746,0.028123426,1,NA,NA,2.81234E-05,,NA,0.1,Ca0.9Pb0.1MnO3,CaPbMnO3,NA,CaMnO3,NA,NA,21.3596,0.028123426,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,13166.64452,NA,62,8,,
635,300,NA,0.214993195,-348.389,0.016936568,1,NA,NA,5.64552E-05,,NA,0.1,Ca0.9In0.1MnO3,CaInMnO3,NA,CaMnO3,NA,NA,4.65131,0.016936568,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,121374.8953,NA,62,8,,
636,400,NA,0.204613628,-356.591,0.024858,1,NA,NA,6.2145E-05,,NA,0.1,Ca0.9In0.1MnO3,CaInMnO3,NA,CaMnO3,NA,NA,4.88726,0.024858,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,127157.1413,NA,62,8,,
637,700,NA,0.230797637,-410.971,0.051225834,1,NA,NA,7.31798E-05,,NA,0.1,Ca0.9In0.1MnO3,CaInMnO3,NA,CaMnO3,NA,NA,4.3328,0.051225834,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,168897.1628,NA,62,8,,
638,1000,NA,0.173432861,-234.678,0.031755092,1,NA,NA,3.17551E-05,,NA,0.1,Ca0.9In0.1MnO3,CaInMnO3,NA,CaMnO3,NA,NA,5.76592,0.031755092,"solid_state_reaction, air",polycrystalline,212.03,4,5,20,10.6015,164745,293,55073.76368,NA,62,8,,
