T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),x,Formula,series,T Max,family,,,Conduct. (S/cm),,Power Factor*T (W/mK),preparative route,final form,Authors,DOI,Comments,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,Author of Unit Cell,Unit Cell DOI,ICSD of structure,temp of ICSD (K),S^2,ke/ktotal,space group,# symmetry elements,,
700,,0.02,295.00,3.0459E-01,9,0.01600,240.00,4.3513E-04,,,,TlCr5Se8,TlCr5Se8,,ACoO2,,,5.0000E+01,,3.0459E-01,Solid state reaction,polycrystalline,Nunna2012EMRS,Personal communication,http://www.emrs-strasbourg.com/index.php?option=com_abstract&task=view&id=159&year=2012&Itemid=&id_season=6&PHPSESSID=4a1e1f1d31b21a6fd9719daeacb1dc20,,581.29,2,14,28,20.76035714,Klepp,http://dx.doi.org/10.1016/0022-4596(83)90096-8,37123,300,8.7025E+04,,12,8,,
300,,1886.12,-175.0310,4.8728E-07,1,85.3104,-147.0,1.6243E-09,,,0,LiMn2O4,LiMn2O4,,LiMn2O4,,,5.3019E-04,,4.8728E-07,Solid state reaction (oxalates),polycrystalline,Sparks2012JMC,http://dx.doi.org/10.1039/c2jm16297k,,Extrapolated from 370 K,555.64,8,7,56,9.922142857,Berg,http://dx.doi.org/10.1016/S0167-2738(99)00235-0,89459,300,3.0636E+04,,227,192,,
400,,85.3104,-147.0,1.0137E-05,1,85.3104,-147.0,2.5343E-08,,,0,LiMn2O4,LiMn2O4,,LiMn2O4,,,1.1722E-02,,1.0137E-05,Solid state reaction (oxalates),polycrystalline,Sparks2012JMC,http://dx.doi.org/10.1039/c2jm16297k,,,555.64,8,7,56,9.922142857,Berg,http://dx.doi.org/10.1016/S0167-2738(99)00235-0,89459,300,2.1620E+04,,227,192,,
700,,1.69095,-100.68,4.1962E-04,1,85.3104,-147.0,5.9945E-07,,,0,LiMn2O4,LiMn2O4,,LiMn2O4,,,5.9138E-01,,4.1962E-04,Solid state reaction (oxalates),polycrystalline,Sparks2012JMC,http://dx.doi.org/10.1039/c2jm16297k,,,555.64,8,7,56,9.922142857,Berg,http://dx.doi.org/10.1016/S0167-2738(99)00235-0,89459,300,1.0136E+04,,227,192,,
1000,,0.359618,-84.81,2.0002E-03,1,85.3104,-147.0,2.0002E-06,,,0,LiMn2O4,LiMn2O4,,LiMn2O4,,,2.7807E+00,,2.0002E-03,Solid state reaction (oxalates),polycrystalline,Sparks2012JMC,http://dx.doi.org/10.1039/c2jm16297k,,,555.64,8,7,56,9.922142857,Berg,http://dx.doi.org/10.1016/S0167-2738(99)00235-0,89459,300,7.1930E+03,,227,192,,
300,,0.107079,277.076,2.1509E-02,4,0.0699656,299.003,7.1696E-05,,,0.1,CuFe0.9Cr0.1O2,CuFe1-xCrxO2,,CuCrO2,,,9.3389E+00,,2.1509E-02,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,136.95,3,4,12,11.4125,Prewitt,http://dx.doi.org/10.1021/ic50098a011,31918,300,7.6771E+04,,166,12,,
400,,0.0699656,299.003,5.1112E-02,4,0.0699656,299.003,1.2778E-04,,,0.1,CuFe0.9Cr0.1O2,CuFe1-xCrxO2,,CuCrO2,,,1.4293E+01,,5.1112E-02,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,136.95,3,4,12,11.4125,Prewitt,http://dx.doi.org/10.1021/ic50098a011,31918,300,8.9403E+04,,166,12,,
700,,0.0557025,321.429,1.2984E-01,4,0.0699656,299.003,1.8548E-04,,,0.1,CuFe0.9Cr0.1O2,CuFe1-xCrxO2,,CuCrO2,,,1.7953E+01,,1.2984E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,136.95,3,4,12,11.4125,Prewitt,http://dx.doi.org/10.1021/ic50098a011,31918,300,1.0332E+05,,166,12,,
1000,,0.0532197,324.917,1.9837E-01,4,0.0699656,299.003,1.9837E-04,,,0.1,CuFe0.9Cr0.1O2,CuFe1-xCrxO2,,CuCrO2,,,1.8790E+01,,1.9837E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,Extrapolated from 830 K,136.95,3,4,12,11.4125,Prewitt,http://dx.doi.org/10.1021/ic50098a011,31918,300,1.0557E+05,,166,12,,
300,,0.00179525,97.6744,1.5943E-01,4,0.001937,115.116,5.3142E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuCrO2,,,5.5703E+02,,1.5943E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,9.5403E+03,,166,12,,
400,,0.001937,115.116,2.7365E-01,4,0.001937,115.116,6.8413E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuCrO2,,,5.1626E+02,,2.7365E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,1.3252E+04,,166,12,,
700,,0.00319853,145.515,4.6341E-01,4,0.001937,115.116,6.6201E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuCrO2,,,3.1264E+02,,4.6341E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,2.1175E+04,,166,12,,
1000,,0.00407907,167.94,6.9143E-01,4,0.001937,115.116,6.9143E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuCrO2,,,2.4515E+02,,6.9143E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,2.8204E+04,,166,12,,
300,,0.196666,300,1.3729E-02,4,0.119099,321.429,4.5763E-05,,,0.02,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,,CuCrO2,,,5.0848E+00,,1.3729E-02,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1143/JJAP.46.1071,157802,300,9.0000E+04,,166,12,,
400,,0.119099,321.429,3.4699E-02,4,0.119099,321.429,8.6749E-05,,,0.02,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,,CuCrO2,,,8.3964E+00,,3.4699E-02,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1143/JJAP.46.1071,157802,300,1.0332E+05,,166,12,,
700,,0.0865553,351.827,1.0011E-01,4,0.119099,321.429,1.4301E-04,,,0.02,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,,CuCrO2,,,1.1553E+01,,1.0011E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1143/JJAP.46.1071,157802,300,1.2378E+05,,166,12,,
1000,,0.072125,354.817,1.7455E-01,4,0.119099,321.429,1.7455E-04,,,0.02,CuCr0.98Mg0.02O2,CuCr1-xMgxO2,,CuCrO2,,,1.3865E+01,,1.7455E-01,Solid state reaction,polycrystalline,Guilmeau2009JEM,http://dx.doi.org/10.1007/s11664-009-0815-2,,Extrapolated from 900 K,131.12,3,4,12,10.92666667,Ono,http://dx.doi.org/10.1143/JJAP.46.1071,157802,300,1.2590E+05,,166,12,,
300,,1402.658318,97.9094,2.0503E-07,4,809.8083993,107.578,6.8343E-10,,,0,WO3,(WO3)1-x(Co2O3)x,,WO3,,,7.1293E-04,,2.0503E-07,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,Extrapolated from 370 K,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,9.5863E+03,,2,2,,
400,,809.8083993,107.578,5.7164E-07,4,809.8083993,107.578,1.4291E-09,,,0,WO3,(WO3)1-x(Co2O3)x,,WO3,,,1.2349E-03,,5.7164E-07,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.1573E+04,,2,2,,
700,,108.4818721,124.826,1.0054E-05,4,809.8083993,107.578,1.4363E-08,,,0,WO3,(WO3)1-x(Co2O3)x,,WO3,,,9.2181E-03,,1.0054E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.5582E+04,,2,2,,
1000,,64.85589021,160.801,3.9868E-05,4,809.8083993,107.578,3.9868E-08,,,0,WO3,(WO3)1-x(Co2O3)x,,WO3,,,1.5419E-02,,3.9868E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,2.5857E+04,,2,2,,
300,,1246.791071,92.5958,2.0631E-07,4,707.6990581,97.0383,6.8768E-10,,,0.01,W0.99O2.97Co0.02O0.03,(WO3)1-x(Co2O3)x,,WO3,,,8.0206E-04,,2.0631E-07,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,Extrapolated from 370 K,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,8.5740E+03,,2,2,,
400,,707.6990581,97.0383,5.3223E-07,4,707.6990581,97.0383,1.3306E-09,,,0.01,W0.99O2.97Co0.02O0.03,(WO3)1-x(Co2O3)x,,WO3,,,1.4130E-03,,5.3223E-07,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,9.4164E+03,,2,2,,
700,,86.02520539,113.502,1.0483E-05,4,707.6990581,97.0383,1.4975E-08,,,0.01,W0.99O2.97Co0.02O0.03,(WO3)1-x(Co2O3)x,,WO3,,,1.1625E-02,,1.0483E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.2883E+04,,2,2,,
1000,,36.42867811,113.937,3.5636E-05,4,707.6990581,97.0383,3.5636E-08,,,0.01,W0.99O2.97Co0.02O0.03,(WO3)1-x(Co2O3)x,,WO3,,,2.7451E-02,,3.5636E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.2982E+04,,2,2,,
300,,114.491013,103.223,2.7919E-06,4,99.41840235,106.01,9.3064E-09,,,0.05,W0.95O2.95Co0.1O0.15,(WO3)1-x(Co2O3)x,,WO3,,,8.7343E-03,,2.7919E-06,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,Extrapolated from 370 K,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.0655E+04,,2,2,,
400,,99.41840235,106.01,4.5215E-06,4,99.41840235,106.01,1.1304E-08,,,0.05,W0.95O2.95Co0.1O0.15,(WO3)1-x(Co2O3)x,,WO3,,,1.0059E-02,,4.5215E-06,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.1238E+04,,2,2,,
700,,20.23705688,120.122,4.9911E-05,4,99.41840235,106.01,7.1301E-08,,,0.05,W0.95O2.95Co0.1O0.15,(WO3)1-x(Co2O3)x,,WO3,,,4.9414E-02,,4.9911E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.4429E+04,,2,2,,
1000,,15.89233894,125.61,9.9280E-05,4,99.41840235,106.01,9.9280E-08,,,0.05,W0.95O2.95Co0.1O0.15,(WO3)1-x(Co2O3)x,,WO3,,,6.2923E-02,,9.9280E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.5778E+04,,2,2,,
300,,561.0255547,103.833,5.7651E-07,4,175.7080154,105.575,1.9217E-09,,,0.1,W0.9O2.7Co0.2O0.3,(WO3)1-x(Co2O3)x,,WO3,,,1.7825E-03,,5.7651E-07,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,Extrapolated from 370 K,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.0781E+04,,2,2,,
400,,175.7080154,105.575,2.5374E-06,4,175.7080154,105.575,6.3435E-09,,,0.1,W0.9O2.7Co0.2O0.3,(WO3)1-x(Co2O3)x,,WO3,,,5.6913E-03,,2.5374E-06,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.1146E+04,,2,2,,
700,,52.08251954,121.603,1.9874E-05,4,175.7080154,105.575,2.8392E-08,,,0.1,W0.9O2.7Co0.2O0.3,(WO3)1-x(Co2O3)x,,WO3,,,1.9200E-02,,1.9874E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.4787E+04,,2,2,,
1000,,35.73279019,124.216,4.3181E-05,4,175.7080154,105.575,4.3181E-08,,,0.1,W0.9O2.7Co0.2O0.3,(WO3)1-x(Co2O3)x,,WO3,,,2.7986E-02,,4.3181E-05,Solid state reaction,polycrystalline,Dong2012JMSME,http://dx.doi.org/10.1007/s10854-011-0574-8,2-phase,,422.94,8,4,32,13.216875,Woodward,http://dx.doi.org/10.1016/0022-3697(95)00063-1,80053,300,1.5430E+04,,2,2,,
300,0.1,0.302535,-650.91,4.2013E-02,1,0.24169,-587.185,1.4004E-04,0.011795412,3.56184,0,CaMnO3,CaYbxMn1-xO3,,CaMnO3,,,3.3054E+00,,4.2013E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,4.2368E+05,0.000679299,62,8,,
400,0.189638,0.24169,-587.185,5.7063E-02,1,0.24169,-587.185,1.4266E-04,0.018604483,3.06714,0,CaMnO3,CaYbxMn1-xO3,,CaMnO3,,,4.1375E+00,,5.7063E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,3.4479E+05,0.001316611,62,8,,
700,0.386026,0.103099,-362.325,8.9133E-02,1,0.24169,-587.185,1.2733E-04,0.041301192,2.15813,0,CaMnO3,CaYbxMn1-xO3,,CaMnO3,,,9.6994E+00,,8.9133E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,1.3128E+05,0.007676368,62,8,,
1000,0.457147,8.44E-02,-282.213,9.4418E-02,1,0.24169,-587.185,9.4418E-05,0.0457147,2.06537,0,CaMnO3,CaYbxMn1-xO3,,CaMnO3,,,1.1855E+01,,9.4418E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,"Resistivity calculated from reported Seebeck, thermal conductivity, and zT",206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,7.9644E+04,0.014005276,62,8,,
300,0.882422,0.00919163,-109.244,3.8951E-02,1,0.0106095,-124.72,1.2984E-04,0.026137018,1.49028,0.05,CaYb0.05Mn0.95O3,CaYbxMn1-xO3,,CaMnO3,,,1.0879E+02,,3.8951E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,1.1934E+04,0.053438059,62,8,,
400,0.944579,0.0106095,-124.72,5.8646E-02,1,0.0106095,-124.72,1.4661E-04,0.039848239,1.47173,0.05,CaYb0.05Mn0.95O3,CaYbxMn1-xO3,,CaMnO3,,,9.4255E+01,,5.8646E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,1.5555E+04,0.062506727,62,8,,
700,1.1113,0.0155708,-168.417,1.2751E-01,1,0.0106095,-124.72,1.8216E-04,0.079617332,1.60159,0.05,CaYb0.05Mn0.95O3,CaYbxMn1-xO3,,CaMnO3,,,6.4223E+01,,1.2751E-01,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,2.8364E+04,0.068489752,62,8,,
1000,2.06923,0.0186642,-244.888,3.2131E-01,1,0.0106095,-124.72,3.2131E-04,0.199082397,1.61396,0.05,CaYb0.05Mn0.95O3,CaYbxMn1-xO3,,CaMnO3,,,5.3579E+01,,3.2131E-01,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,Resistivity extrapolated from 960 K,206.97,4,5,20,10.3485,Poeppelmeier,http://dx.doi.org/10.1016/0022-4596(82)90292-4,35218,300,5.9970E+04,0.081000496,62,8,,
300,0.519785,0.00389918,-52.8011,2.1450E-02,1,0.0043831,-60.084,7.1501E-05,0.012433026,1.72527,0.1,CaYb0.1Mn0.9O3,CaYbxMn1-xO3,,CaMnO3,,,2.5646E+02,,2.1450E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,2.7880E+03,0.108812986,62,8,,
400,0.598425,0.0043831,-60.084,3.2946E-02,1,0.0043831,-60.084,8.2364E-05,0.020104787,1.63869,0.1,CaYb0.1Mn0.9O3,CaYbxMn1-xO3,,CaMnO3,,,2.2815E+02,,3.2946E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,3.6101E+03,0.135885036,62,8,,
700,0.837674,0.00614631,-84.6639,8.1636E-02,1,0.0043831,-60.084,1.1662E-04,0.050580993,1.61396,0.1,CaYb0.1Mn0.9O3,CaYbxMn1-xO3,,CaMnO3,,,1.6270E+02,,8.1636E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,7.1680E+03,0.172179181,62,8,,
1000,1.37033,0.00782461,-128.361,2.1057E-01,1,0.0043831,-60.084,2.1057E-04,0.133018362,1.58304,0.1,CaYb0.1Mn0.9O3,CaYbxMn1-xO3,,CaMnO3,,,1.2780E+02,,2.1057E-01,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,Thermal conductivity extrapolated from 970 K,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,1.6477E+04,0.196985944,62,8,,
300,0.335165,0.00336145,-38.2353,1.3047E-02,1,0.00359065,-49.1597,4.3491E-05,0.007932122,1.64488,0.15,CaYb0.15Mn0.85O3,CaYbxMn1-xO3,,CaMnO3,,,2.9749E+02,,1.3047E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,1.4619E+03,0.132388483,62,8,,
400,0.35777,0.00359065,-49.1597,2.6922E-02,1,0.00359065,-49.1597,6.7305E-05,0.017140379,1.57067,0.15,CaYb0.15Mn0.85O3,CaYbxMn1-xO3,,CaMnO3,,,2.7850E+02,,2.6922E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,2.4167E+03,0.173058046,62,8,,
700,0.356355,0.00481615,-60.9944,5.4073E-02,1,0.00359065,-49.1597,7.7247E-05,0.032386419,1.66961,0.15,CaYb0.15Mn0.85O3,CaYbxMn1-xO3,,CaMnO3,,,2.0763E+02,,5.4073E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,3.7203E+03,0.212408956,62,8,,
1000,1.2022,0.00595672,-101.05,1.7142E-01,1,0.00359065,-49.1597,1.7142E-04,0.101172463,1.69435,0.15,CaYb0.15Mn0.85O3,CaYbxMn1-xO3,,CaMnO3,,,1.6788E+02,,1.7142E-01,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,Thermal conductivity extrapolated from 970 K,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,1.0211E+04,0.241757253,62,8,,
300,,0.0152199,-9.10364,1.6336E-04,1,0.0120812,-20.028,5.4453E-07,,,0.4,CaYb0.4Mn0.6O3,CaYbxMn1-xO3,,CaMnO3,,,6.5703E+01,,1.6336E-04,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,8.2876E+01,,62,8,,
400,,0.0120812,-20.028,1.3281E-03,1,0.0120812,-20.028,3.3202E-06,,,0.4,CaYb0.4Mn0.6O3,CaYbxMn1-xO3,,CaMnO3,,,8.2773E+01,,1.3281E-03,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,4.0112E+02,,62,8,,
700,,0.0106181,-50.9804,1.7134E-02,1,0.0120812,-20.028,2.4477E-05,,,0.4,CaYb0.4Mn0.6O3,CaYbxMn1-xO3,,CaMnO3,,,9.4179E+01,,1.7134E-02,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,2.5990E+03,,62,8,,
1000,,0.0110794,-25.4902,5.8645E-03,1,0.0120812,-20.028,5.8645E-06,,,0.4,CaYb0.4Mn0.6O3,CaYbxMn1-xO3,,CaMnO3,,,9.0258E+01,,5.8645E-03,Solid state reaction,polycrystalline,Flahaut2006ICT,http://dx.doi.org/10.1109/ICT.2006.331291,,Thermal conductivity extrapolated from 970 K,207.52,4,5,20,10.376,Wang,http://dx.doi.org/10.1021/jp809049s,164755,300,6.4975E+02,,62,8,,
300,,0.0135192,-156.078,5.4057E-02,2,0.0149487,-172.722,1.8019E-04,0.005590487,9.6695,0,In2O3,In2−xGexO3,,In2O3,,,7.3969E+01,,5.4057E-02,solid state reaction,polycrystalline,Berardan2008SSC,http://dx.doi.org/10.1016/j.ssc.2007.12.033,,Thermal conductivity error is +/- 10%,1035.51,16,5,80,12.943875,Marezio,http://dx.doi.org/10.1107/S0365110X66001749,14388,300,2.4360E+04,0.005599588,206,48,,
400,,0.0149487,-172.722,7.9827E-02,2,0.0149487,-172.722,1.9957E-04,0.011785614,6.77329,0,In2O3,In2−xGexO3,,In2O3,,,6.6895E+01,,7.9827E-02,solid state reaction,polycrystalline,Berardan2008SSC,http://dx.doi.org/10.1016/j.ssc.2007.12.033,,Thermal conductivity error is +/- 10%,1035.51,16,5,80,12.943875,Marezio,http://dx.doi.org/10.1107/S0365110X66001749,14388,300,2.9833E+04,0.009639327,206,48,,
700,,0.0194842,-202.219,1.4691E-01,2,0.0149487,-172.722,2.0988E-04,0.038004955,3.86562,0,In2O3,In2−xGexO3,,In2O3,,,5.1324E+01,,1.4691E-01,solid state reaction,polycrystalline,Berardan2008SSC,http://dx.doi.org/10.1016/j.ssc.2007.12.033,,Thermal conductivity error is +/- 10%,1035.51,16,5,80,12.943875,Marezio,http://dx.doi.org/10.1107/S0365110X66001749,14388,300,4.0893E+04,0.022677028,206,48,,
1000,,0.0229674,-222.736,2.1601E-01,2,0.0149487,-172.722,2.1601E-04,0.072577584,2.97623,0,In2O3,In2−xGexO3,,In2O3,,,4.3540E+01,,2.1601E-01,solid state reaction,polycrystalline,Berardan2008SSC,http://dx.doi.org/10.1016/j.ssc.2007.12.033,,Thermal conductivity error is +/- 10%,1035.51,16,5,80,12.943875,Marezio,http://dx.doi.org/10.1107/S0365110X66001749,14388,300,4.9611E+04,0.035695338,206,48,,
300,,0.00210578,-88.5671,1.1175E-01,2,0.0023498,-105.832,3.7250E-04,0.012204602,9.1565,0.002,In1.998Ge0.002O3,In2−xGexO3,,In2O3,,,4.7488E+02,,1.1175E-01,solid state reaction,polycrystalline,Berardan2008SSC,http://dx.doi.org/10.1016/j.ssc.2007.12.033,,Thermal conductivity error is +/- 10%,1035.51,16,5,80,12.943875,Marezio,http://dx.doi.org/10.1107/S0365110X66001749,14388,300,7.8441E+03,0.037963705,206,48,,
