T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),x,Formula,series,T Max,family,,,Conduct. (S/cm),,Power Factor*T (W/mK),preparative route,final form,Authors,DOI,Comments,Comments,Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,Author of Unit Cell,Unit Cell DOI,ICSD of structure,temp of ICSD (K),S^2,ke/ktotal,space group,# symmetry elements,,
700,,0.0458,283.00,1.2241E-01,4,,,1.7487E-04,,,0.01,CuRh0.99Mg0.01O2,CuRh1-xMgxO2,,CuRhO2,,,2.1834E+01,,1.2241E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,8.0089E+04,,166,12,,
1000,,0.0488,315.00,2.0333E-01,4,,,2.0333E-04,,,0.01,CuRh0.99Mg0.01O2,CuRh1-xMgxO2,,CuRhO2,,,2.0492E+01,,2.0333E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,9.9225E+04,,166,12,,
300,,0.011,174.40,8.2951E-02,4,,,2.7650E-04,,,0.04,CuRh0.96Mg0.04O2,CuRh1-xMgxO2,,CuRhO2,,,9.0909E+01,,8.2951E-02,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,3.0415E+04,,166,12,,
400,,0.0112,187.80,1.2596E-01,4,,,3.1490E-04,,,0.04,CuRh0.96Mg0.04O2,CuRh1-xMgxO2,,CuRhO2,,,8.9286E+01,,1.2596E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,3.5269E+04,,166,12,,
700,,0.0137,232.00,2.7501E-01,4,,,3.9288E-04,,,0.04,CuRh0.96Mg0.04O2,CuRh1-xMgxO2,,CuRhO2,,,7.2993E+01,,2.7501E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,5.3824E+04,,166,12,,
1000,,0.0171,271.00,4.2948E-01,4,,,4.2948E-04,,,0.04,CuRh0.96Mg0.04O2,CuRh1-xMgxO2,,CuRhO2,,,5.8480E+01,,4.2948E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,7.3441E+04,,166,12,,
300,,0.00164,99.70,1.8183E-01,4,,,6.0610E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuRhO2,,,6.0976E+02,,1.8183E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,9.9401E+03,,166,12,,
400,,0.00196,115.00,2.6990E-01,4,,,6.7474E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuRhO2,,,5.1020E+02,,2.6990E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,1.3225E+04,,166,12,,
700,,0.00299,144.90,4.9155E-01,4,,,7.0221E-04,,,0.1,CuRh0.9Mg0.1O2,CuRh1-xMgxO2,,CuRhO2,,,3.3445E+02,,4.9155E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,2.0996E+04,,166,12,,
1000,,0.00408,168.20,6.9341E-01,4,,,6.9341E-04,,,0.1,CuRh0.6Mg0.4O2,CuRh1-xMgxO2,,CuRhO2,,,2.4510E+02,,6.9341E-01,"solid state reaction , air",polycrystalline,Maignan2009PRB,http://dx.doi.org/10.1103/PhysRevB.80.115103,,,140.56,3,4,12,11.71333333,Bertaut,http://dx.doi.org/10.1016/0022-3697(61)90220-7,29214,300,2.8291E+04,,166,12,,
300,,1.199,165.00,6.8119E-04,8,,,2.2706E-06,0.000469788,1.45,0,Ca3AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,8.3403E-01,,6.8119E-04,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,*seebeck extrapolated from 333 K,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,2.7225E+04,0.000421041,62,8,,
400,,0.5376,315.90,7.4251E-03,8,,,1.8563E-05,0.006750055,1.1,0,Ca3AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,1.8601E+00,,7.4251E-03,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,9.9793E+04,0.001650433,62,8,,
700,,0.2486,411.80,4.7750E-02,8,,,6.8214E-05,0.064093403,0.745,0,Ca3AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,4.0225E+00,,4.7750E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,1.6958E+05,0.009222114,62,8,,
1000,,0.1127,265.40,6.2500E-02,8,,,6.2500E-05,0.090317483,0.692,0,Ca3AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,8.8731E+00,,6.2500E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,7.0437E+04,0.031286704,62,8,,
300,,0.0981,90.00,2.4771E-03,8,,,8.2569E-06,0.001483272,1.67,0.03,Ca2.97Na0.03AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,1.0194E+01,,2.4771E-03,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,*seebeck extrapolated from 333 K,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,8.1000E+03,0.004468128,62,8,,
400,,0.0461,164.80,2.3565E-02,8,,,5.8913E-05,0.019004296,1.24,0.03,Ca2.97Na0.03AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,2.1692E+01,,2.3565E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,2.7159E+04,0.017073683,62,8,,
700,,0.0172,248.00,2.5031E-01,8,,,3.5758E-04,0.297984496,0.84,0.03,Ca2.97Na0.03AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,5.8140E+01,,2.5031E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,6.1504E+04,0.118217054,62,8,,
1000,,0.0172,287.50,4.8056E-01,8,,,4.8056E-04,0.717253124,0.67,0.03,Ca2.97Na0.03AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,5.8140E+01,,4.8056E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,8.2656E+04,0.211732037,62,8,,
300,,0.0589,81.50,3.3831E-03,8,,,1.1277E-05,0.002050394,1.65,0.06,Ca2.94Na0.06AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,1.6978E+01,,3.3831E-03,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,*seebeck extrapolated from 333 K,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,6.6423E+03,0.007532027,62,8,,
400,,0.0337,150.00,2.6706E-02,8,,,6.6766E-05,0.021028529,1.27,0.06,Ca2.94Na0.06AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,2.9674E+01,,2.6706E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,2.2500E+04,0.022804271,62,8,,
700,,0.0138,233.00,2.7538E-01,8,,,3.9340E-04,0.320208123,0.86,0.06,Ca2.94Na0.06AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,7.2464E+01,,2.7538E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,5.4289E+04,0.143916414,62,8,,
1000,,0.0134,262.00,5.1227E-01,8,,,5.1227E-04,0.73390925,0.698,0.06,Ca2.94Na0.06AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,7.4627E+01,,5.1227E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,6.8644E+04,0.260873284,62,8,,
300,,0.0275,112.60,1.3831E-02,8,,,4.6105E-05,0.008698978,1.59,0.15,Ca2.85Na0.15AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,3.6364E+01,,1.3831E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,*seebeck extrapolated from 333 K,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,1.2679E+04,0.016740995,62,8,,
400,,0.0187,152.00,4.9420E-02,8,,,1.2355E-04,0.039855097,1.24,0.15,Ca2.85Na0.15AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,5.3476E+01,,4.9420E-02,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,2.3104E+04,0.042090737,62,8,,
700,,0.0122,215.00,2.6523E-01,8,,,3.7889E-04,0.315744536,0.84,0.15,Ca2.85Na0.15AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,8.1967E+01,,2.6523E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,,822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,4.6225E+04,0.166666667,62,8,,
1000,,0.0125,243.00,4.7239E-01,8,,,4.7239E-04,0.694694118,0.68,0.15,Ca2.85Na0.15AlSb3,Ca3-xNaxAlSb3,,Ca3AlSb3,,,8.0000E+01,,4.7239E-01,"solid state reaction, Ar",polycrystalline,Zevalkink2011EES,http://dx.doi.org/10.1039/c0ee00517g,,"*seebeck, kappa  extrapolated from800K",822.88,4,7,28,29.38857143,Cordier,http://dx.doi.org/10.1039/C0EE00517G,36363,300,5.9049E+04,0.287058824,62,8,,
300,,0.0475,-191.00,2.3041E-02,11,,,7.6802E-05,0.00404932,5.69,0,Fe0.998Co0.002Si2,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,2.1053E+01,,2.3041E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,*extrapolated from 315 K,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,3.6481E+04,0.002708353,64,16,,
400,,0.026,-183.00,5.1522E-02,11,,,1.2880E-04,0.009648228,5.34,0,Fe0.998Co0.002Si2,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,3.8462E+01,,5.1522E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,3.3489E+04,0.007029674,64,16,,
700,,0.0123,-180.60,1.8562E-01,11,,,2.6517E-04,0.037881951,4.9,0,Fe0.998Co0.002Si2,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,8.1301E+01,,1.8562E-01,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,3.2616E+04,0.028339141,64,16,,
1000,,0.00605,-87.30,1.2597E-01,11,,,1.2597E-04,0.025093971,5.02,0,Fe0.998Co0.002Si2,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,1.6529E+02,,1.2597E-01,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,7.6213E+03,0.080339798,64,16,,
300,,0.1275,-318.00,2.3794E-02,11,,,7.9313E-05,0.005183852,4.59,2,Fe0.978Co0.00196Si1.96Y0.04O0.06,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,7.8431E+00,,2.3794E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,*extrapolated from 315 K,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,1.0112E+05,0.001250801,64,16,,
400,,0.0563,-327.00,7.5971E-02,11,,,1.8993E-04,0.018574785,4.09,2,Fe0.978Co0.00196Si1.96Y0.04O0.06,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,1.7762E+01,,7.5971E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,1.0693E+05,0.004238558,64,16,,
700,,0.024,-287.00,2.4024E-01,11,,,3.4320E-04,0.060820992,3.95,2,Fe0.978Co0.00196Si1.96Y0.04O0.06,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,4.1667E+01,,2.4024E-01,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,8.2369E+04,0.018016878,64,16,,
1000,,0.0122,-100.80,8.3284E-02,11,,,8.3284E-05,0.019782407,4.21,2,Fe0.978Co0.00196Si1.96Y0.04O0.06,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,8.1967E+01,,8.3284E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,1.0161E+04,0.047505938,64,16,,
300,,0.27,-226.00,5.6751E-03,11,,,1.8917E-05,0.001984305,2.86,6,Fe0.978Co0.00196Si1.96Y0.12O0.18,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,3.7037E+00,,5.6751E-03,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,*extrapolated from 315 K,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,5.1076E+04,0.000947941,64,16,,
400,,0.1495,-227.00,1.3787E-02,11,,,3.4468E-05,0.005222357,2.64,6,Fe0.978Co0.00196Si1.96Y0.12O0.18,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,6.6890E+00,,1.3787E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,5.1529E+04,0.002472889,64,16,,
700,,0.0518,-222.00,6.6600E-02,11,,,9.5143E-05,0.0225,2.96,6,Fe0.978Co0.00196Si1.96Y0.12O0.18,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,1.9305E+01,,6.6600E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,4.9284E+04,0.011139518,64,16,,
1000,,0.0214,-68.00,2.1607E-02,11,,,2.1607E-05,0.006710396,3.22,6,Fe0.978Co0.00196Si1.96Y0.12O0.18,(Fe0.998Co0.002Si2)1-x(Y2O3)x,,FeSi2,,,4.6729E+01,,2.1607E-02,"arc-melted, Ar",polycrystalline,Ito2006JAC,http://dx.doi.org/10.1016/j.jallcom.2005.04.060,,,601.91,16,3,48,12.53979167,Dusausoy,http://dx.doi.org/10.1107/S0567740871003765 ,9119,300,4.6240E+03,0.035409532,64,16,,
300,,0.4571,470.00,1.4498E-02,8,,,4.8326E-05,0.009414235,1.54,0,Ca5Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,2.1877E+00,,1.4498E-02,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,2.2090E+05,0.00103987,55,8,,
400,,0.409,463.00,2.0965E-02,8,,,5.2413E-05,0.017044865,1.23,0,Ca5Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,2.4450E+00,,2.0965E-02,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,2.1437E+05,0.001940088,55,8,,
700,,0.2349,390.00,4.5326E-02,8,,,6.4751E-05,0.059326794,0.764,0,Ca5Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,4.2571E+00,,4.5326E-02,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,1.5210E+05,0.00951725,55,8,,
300,,0.0332,193.00,3.3659E-02,8,,,1.1220E-04,0.022589755,1.49,0.05,Ca4.95Na0.05Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,3.0120E+01,,3.3659E-02,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,3.7249E+04,0.014797445,55,8,,
400,,0.0224,219.90,8.6350E-02,8,,,2.1588E-04,0.071958348,1.2,0.05,Ca4.95Na0.05Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,4.4643E+01,,8.6350E-02,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,4.8356E+04,0.036309524,55,8,,
700,,0.0181,261.70,2.6487E-01,8,,,3.7838E-04,0.317966897,0.833,0.05,Ca4.95Na0.05Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,5.5249E+01,,2.6487E-01,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,6.8487E+04,0.113282882,55,8,,
300,,0.00506,142.70,1.2073E-01,8,,,4.0244E-04,0.083262737,1.45,0.25,Ca4.75Na0.25Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,1.9763E+02,,1.2073E-01,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,2.0363E+04,0.099768298,55,8,,
400,,0.00544,161.00,1.9060E-01,8,,,4.7649E-04,0.164306542,1.16,0.25,Ca4.75Na0.25Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,1.8382E+02,,1.9060E-01,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,2.5921E+04,0.154665314,55,8,,
700,,0.00733,200.80,3.8505E-01,8,,,5.5008E-04,0.469577879,0.82,0.25,Ca4.75Na0.25Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,1.3643E+02,,3.8505E-01,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,4.0321E+04,0.284164642,55,8,,
1000,,0.00939,207.00,4.5633E-01,8,,,4.5633E-04,0.649112203,0.703,0.25,Ca4.75Na0.25Al2Sb6,Ca5-xNaxAl2Sb6,,Ca3AlSb3,,,1.0650E+02,,4.5633E-01,"solid state reaction, Ar",polycrystalline,Toberer2010AFM,http://dx.doi.org/10.1002/adfm.201000970,,,770.68,2,13,26,29.64153846,Yan,http://dx.doi.org/10.1039/C1JM11463H,183853,300,4.2849E+04,0.369631444,55,8,,
300,,0.887847148,-413.39,5.7744E-03,4,,,1.9248E-05,,,0.01,Fe1.98Ti0.02O3,(Fe1-xMx)2O3,,Fe2TiO3,,,1.1263E+04,,5.7744E-03,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,Unit Cell = (Fe1.831 Ti0.169) O3,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.7089E+05,,2,2,,
400,,0.491905692,-402.83,1.3195E-02,4,,,3.2988E-05,,,0.01,Fe1.98Ti0.02O3,(Fe1-xMx)2O3,,Fe2TiO3,,,2.0329E+04,,1.3195E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.6227E+05,,2,2,,
700,,0.179726815,-370.39,5.3433E-02,4,,,7.6333E-05,,,0.01,Fe1.98Ti0.02O3,(Fe1-xMx)2O3,,Fe2TiO3,,,5.5640E+04,,5.3433E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.3719E+05,,2,2,,
1000,,0.138108766,-371.87,1.0013E-01,4,,,1.0013E-04,,,0.01,Fe1.98Ti0.02O3,(Fe1-xMx)2O3,,Fe2TiO3,,,7.2407E+04,,1.0013E-01,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.3829E+05,,2,2,,
300,,0.376396903,-366.46,1.0704E-02,4,,,3.5679E-05,0.001368757,7.82,0.02,Fe1.96Ti0.04O3,(Fe1-xMx)2O3,,Fe2TiO3,,,2.6568E+04,,1.0704E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.3429E+05,2.486899795,2,2,,
400,,0.21392342,-343.86,2.2108E-02,4,,,5.5271E-05,0.003218108,6.87,0.02,Fe1.96Ti0.04O3,(Fe1-xMx)2O3,,Fe2TiO3,,,4.6746E+04,,2.2108E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.1824E+05,6.641019389,2,2,,
700,,0.09422584,-322.97,7.7493E-02,4,,,1.1070E-04,0.016487796,4.7,0.02,Fe1.96Ti0.04O3,(Fe1-xMx)2O3,,Fe2TiO3,,,1.0613E+05,,7.7493E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.0431E+05,38.56736681,2,2,,
1000,,0.072099613,-328.38,1.4956E-01,4,,,1.4956E-04,0.04224856,3.54,0.02,Fe1.96Ti0.04O3,(Fe1-xMx)2O3,,Fe2TiO3,,,1.3870E+05,,1.4956E-01,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.0783E+05,95.59906215,2,2,,
300,,0.41152094,-335.01,8.1818E-03,4,,,2.7273E-05,0.00128041,6.39,0.03,Fe1.94Ti0.06O3,(Fe1-xMx)2O3,,Fe2TiO3,,,2.4300E+04,,8.1818E-03,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,1.1223E+05,2.783673427,2,2,,
400,,0.205898583,-308.72,1.8516E-02,4,,,4.6289E-05,0.00312239,5.93,0.03,Fe1.94Ti0.06O3,(Fe1-xMx)2O3,,Fe2TiO3,,,4.8568E+04,,1.8516E-02,"solid state reaction, air",polycrystalline,Muta2002JAC,http://dx.doi.org/10.1016/S0925-8388(01)01804-7,,,101.11,2,5,10,10.111,Harrison,http://dx.doi.org/10.2138/​am.2010.3402,168009,293,9.5309E+04,7.993588128,2,2,,
